source_type,source_id,target_type,target_id,relationships,description
Software,S0170,Technique,T1059.001,uses,One version of Subject uses a PowerShell script.
Software,S0268,Technique,T1547.001,uses,Subject adds itself to the Registry key object385 for persistence.
Software,S0017,Technique,T1057,uses,Subject has a command to enumerate running processes and identify their owners.
Software,S0030,Technique,T1136.001,uses,Subject can create a Windows account.
Software,S0088,Technique,T1056.001,uses,Subject has the ability to initiate keylogging.
Software,S0348,Technique,T1140,uses,Subject decodes many of its artifacts and is decrypted after being downloaded.
Software,S0115,Technique,T1025,uses,Subject contains a module to collect data from removable drives.
Group,G0069,Technique,T1083,uses,"Subject has used malware that checked if the ProgramData folder had folders or files with the keywords ""Kasper,"" ""Panda,"" or ""ESET."""
Software,S0205,Technique,T1543.003,uses,Subject creates a new service to establish.
Software,S0038,Technique,T1078,uses,Adversaries can instruct Subject to spread laterally by copying itself to shares it has enumerated and for which it has obtained legitimate credentials .
Software,S0038,Technique,T1078,uses,The remote host is then infected by using the compromised credentials to schedule a task on remote machines that executes the malware.
Software,S0094,Technique,T1113,uses,Subject can take a desktop screenshot and save the file into object386.
Software,S0352,Technique,T1564.001,uses,Subject sets the main loader file’s attributes to hidden.
Software,S0354,Technique,T1574.002,uses,Subject exploits a security vulnerability to load a fake DLL and execute its code.
Software,S0356,Technique,T1115,uses,Subject had a feature to steal data from the clipboard.
Software,S0216,Technique,T1083,uses,Subject can conduct file browsing.
Software,S0134,Technique,T1573.001,uses,Subject uses RC4 to encrypt C2 responses.
Software,S0151,Technique,T1047,uses,Subject can use WMI queries to gather system information.
Software,S0280,Technique,T1059.003,uses,Subject has the capability to execute commands using cmd.exe.
Software,S0083,Technique,T1070.004,uses,Subject is capable of deleting the backdoor file.
Software,S0242,Technique,T1055.013,uses,Subject abuses NTFS transactions to launch and conceal malicious processes.
Software,S0035,Technique,T1547.009,uses,Subject achieves persistence by creating a shortcut in the current user's Startup folder.
Group,G0032,Technique,T1048.003,uses,Subject malware SierraBravo-Two generates an email message via SMTP containing information about newly infected victims.
Group,G0014,Technique,T1027.002,uses,Subject is known to use software packing in its tools.
Software,S0247,Technique,T1071.003,uses,"Subject uses the email platform, Naver, for C2 communications, leveraging SMTP."
Software,S0266,Technique,T1053.005,uses,Subject creates a scheduled task on the system that provides persistence.
Software,S0269,Technique,T1033,uses,Subject gathers the victim username.
Software,S0257,Technique,T1033,uses,Subject gathers the username from the victim’s machine.
Software,S0038,Technique,T1573.001,uses,The Subject command and control protocol's data stream can be encrypted with AES-CBC.
Software,S0207,Technique,T1547.001,uses,Subject copies itself to disk and creates an associated run key Registry entry to establish.
Software,S0172,Technique,T1071.001,uses,Some Subject variants use HTTP for C2.
Group,G0022,Technique,T1552.001,uses,Subject has a tool that can locate credentials in files on the file system such as those from Firefox or Chrome.
Software,S0091,Technique,T1553.002,uses,Subject has used valid digital certificates from Sysprint AG to sign its Subject dropper.
Software,S0053,Technique,T1059.003,uses,Subject is capable of executing commands.
Software,S0230,Technique,T1573.001,uses,Subject has used RC4 to encrypt C2 traffic.
Group,G0012,Technique,T1547.001,uses,Subject has been known to establish persistence by adding programs to the Run Registry key.
Group,G0059,Technique,T1113,uses,Subject malware can take a screenshot and upload the file to its C2 server.
Software,S0002,Technique,T1003.001,uses,Subject performs credential dumping to obtain account and password information useful in gaining access to additional systems and enterprise network resources.
Software,S0002,Technique,T1003.001,uses,"It contains functionality to acquire information about credentials in many ways, including from the LSASS Memory."
Software,S0234,Technique,T1055.012,uses,Subject has been launched by starting iexplore.exe and replacing it with Subject's payload.
Software,S0174,Technique,T1557.001,uses,Subject is used to poison name services to gather hashes and credentials from systems within a local network.
Software,S0021,Technique,T1218.010,uses,Subject variants have been seen that use Registry persistence to proxy execution through regsvr32.exe.
Software,S0060,Technique,T1016,uses,Subject collects the local IP address of the victim and sends it to the C2.
Software,S0223,Technique,T1005,uses,Subject can upload files from compromised hosts.
Software,S0156,Technique,T1082,uses,Subject is capable of retrieving information about the infected system.
Software,S0238,Technique,T1083,uses,Subject lists files in directories.
Software,S0226,Technique,T1059.005,uses,Subject adds a Visual Basic script in the Startup folder to deploy the payload.
Software,S0084,Technique,T1082,uses,The initial beacon packet for Subject contains the operating system version and file system of the victim.
Software,S0264,Technique,T1041,uses,Subject can upload files from the victim's machine to its C2 server.
Software,S0138,Technique,T1036.005,uses,"Subject installs itself in object387; the directory name is missing a space and the file name is missing the letter ""o."""
Software,S0257,Technique,T1027,uses,Subject is obfuscated using the obfuscation tool called ConfuserEx.
Software,S0278,Technique,T1555.001,uses,Subject collects the keychains on the system.
Software,S0269,Technique,T1036.005,uses,Subject used the PowerShell filenames object388 and object389.
Software,S0088,Technique,T1057,uses,Subject has the ability to search for a given process name in processes currently running in the system.
Software,S0206,Technique,T1105,uses,Subject creates a backdoor through which remote attackers can download files.
Software,S0140,Technique,T1105,uses,Subject can download an executable to run on the victim.
Software,S0004,Technique,T1056.001,uses,Subject contains keylogger functionality.
Group,G0046,Technique,T1547.001,uses,"Subject malware has created Registry Run and RunOnce keys to establish persistence, and has also added items to the Startup folder."
Group,G0040,Technique,T1059.003,uses,Subject ran a reverse shell with Meterpreter.
Group,G0040,Technique,T1059.003,uses,Subject used JavaScript code and .SCT files on victim machines.
Software,S0043,Technique,T1071.001,uses,Subject can communicate using HTTP or HTTPS.
Software,S0143,Technique,T1091,uses,Subject contains modules to infect USB sticks and spread laterally to other Windows systems the stick is plugged into using Autorun functionality.
Software,S0162,Technique,T1033,uses,The OsInfo function in Subject collects the current running username.
Software,S0194,Technique,T1047,uses,Subject's object390 CodeExecution module uses WMI to execute and retrieve the output from a Subject payload.
Software,S0035,Technique,T1547.001,uses,Subject achieves persistence by creating a shortcut in the current user's Startup folder.
Software,S0257,Technique,T1056.001,uses,Subject collects keystrokes from the victim machine.
Software,S0242,Technique,T1106,uses,Subject parses the export tables of system DLLs to locate and call various Windows API functions.
Group,G0078,Technique,T1059.005,uses,Subject has used macros in Subjects as well as executed VBScripts on victim machines.
Software,S0065,Technique,T1083,uses,Subject has the capability to obtain file and directory listings.
Software,S0182,Technique,T1542.003,uses,Some Subject variants incorporate an MBR rootkit.
Software,S0264,Technique,T1124,uses,"Subject checks to see if the system is configured with ""Daylight"" time and checks for a specific region to be set for the timezone."
Software,S0273,Technique,T1059.001,uses,Subject can write and execute PowerShell scripts.
Software,S0330,Technique,T1012,uses,Subject checks for the existence of a Registry key and if it contains certain values.
Software,S0013,Technique,T1049,uses,Subject has a module for enumerating TCP and UDP network connections and associated processes using the object391 command.
Software,S0331,Technique,T1125,uses,Subject can access the victim’s webcam and record video.
Software,S0333,Technique,T1105,uses,Subject can upload and download files to the victim’s machine.
Software,S0335,Technique,T1048.003,uses,Subject uses HTTP to send data to the C2 server.
Software,S0091,Technique,T1016,uses,Subject uses the object392 and object393 commands on the victim’s machine.
Group,G0081,Technique,T1221,uses,"Subject delivered malicious documents with the XLSX extension, typically used by OpenXML documents, but the file itself was actually an OLE document."
Software,S0337,Technique,T1105,uses,Subject can download and execute or update malware.
Software,S0339,Technique,T1059.003,uses,Subject creates a command-line shell using cmd.exe.
Software,S0340,Technique,T1033,uses,Subject collects the username from the victim’s machine.
Software,S0342,Technique,T1027,uses,Subject encrypts its configuration files with AES-256 and also encrypts its strings.
Group,G0016,Technique,T1547.009,uses,Subject drops a Windows shortcut file for execution.
Software,S0344,Technique,T1124,uses,Subject can collect the time zone information from the system.
Software,S0347,Technique,T1055,uses,Subject can inject code from files to other running processes.
Software,S0349,Technique,T1555,uses,"Subject can obtain credentials from databases, mail, and WiFi across multiple platforms."
Group,G0069,Technique,T1016,uses,Subject has used malware to collect the victim’s IP address and domain name.
Group,G0014,Technique,T1074.002,uses,Subject has copied files to company web servers and subsequently downloaded them.
Software,S0251,Technique,T1057,uses,Subject uses the object394 and object395 commands to gather the processes running on the system.
Software,S0352,Technique,T1059.005,uses,Subject uses Word macros for execution.
Software,S0358,Technique,T1087.003,uses,Subject can be used to enumerate Exchange users and dump the GAL.
Group,G0086,Technique,T1003.001,uses,Subject gathers credentials using Subject and Procdump.
Group,G0086,Technique,T1040,uses,Subject has a tool to sniff the network for passwords.
Group,G0086,Technique,T1078.003,uses,Subject has a tool to add a Windows admin account in order to allow them to ensure continued access via RDP.
Group,G0086,Technique,T1056.001,uses,Subject has a tool to log keystrokes to %userprofile%\appdata\roaming\apach.
Group,G0086,Technique,T1056.001,uses,"{txt,log}."
Group,G0086,Technique,T1021.001,uses,Subject utilized RDP for direct remote point-and-click access.
Group,G0086,Technique,T1176,uses,Subject victims are prompted to install malicious Google Chrome extensions which gave the threat actor the ability to read data from any website accessed.
Software,S0357,Technique,T1047,uses,Subject's wmiexec module can be used to execute commands through WMI.
Software,S0357,Technique,T1557.001,uses,Subject modules like ntlmrelayx and smbrelayx can be used in conjunction with Subject and Subject to gather NetNTLM credentials for Subject or relay attacks that can gain code execution.
Software,S0251,Technique,T1547.001,uses,Subject creates an entry in a Registry Run key for the malware to execute on startup.
Software,S0251,Technique,T1070.004,uses,Subject has a command to delete files and directories.
Software,S0251,Technique,T1033,uses,Subject gets the username from the system.
Software,S0251,Technique,T1124,uses,Subject gathers the current time zone and date information from the system.
Software,S0251,Technique,T1573.002,uses,Subject uses SSL and AES ECB for encrypting C2 communications.
Software,S0251,Technique,T1074.001,uses,Subject stores all collected information in a single file before exfiltration.
Software,S0251,Technique,T1119,uses,"Subject scans the system and automatically collects files with the following extensions: .doc, .docx, ,.xls, .xlsx, .pdf, .pptx, .rar, .zip, .jpg, .jpeg, .bmp, .tiff, .kum, .tlg, .sbx, .cr, .hse, .hsf, and .lhz."
Software,S0251,Technique,T1037.001,uses,Subject performs persistence with a logon script via adding to the Registry key object396.
Software,S0354,Technique,T1105,uses,Subject deploys additional backdoors and hacking tools to the system.
Software,S0354,Technique,T1055.012,uses,"Subject performed process hollowing through the API calls CreateRemoteThread, ResumeThread, and Wow64SetThreadContext."
Software,S0354,Technique,T1132.001,uses,Subject encodes the data sent to the server in Base64.
Software,S0354,Technique,T1140,uses,Subject will decrypt important strings used for C&C communication.
Software,S0354,Technique,T1012,uses,Subject queries the Registry for keys and values.
Software,S0343,Technique,T1036.004,uses,The Subject dropper creates and starts a Windows service named wsmprovav with the description “Windows Check AV” in an apparent attempt to masquerade as a legitimate service.
Software,S0343,Technique,T1543.003,uses,The Subject dropper creates and starts a Windows service named wsmprovav with the description “Windows Check AV.”
Software,S0334,Technique,T1036.005,uses,Subject has dropped itself onto victim machines with file names such as WinDefender.Exe and winupdate.exe in an apparent attempt to masquerade as a legitimate file.
Software,S0341,Technique,T1105,uses,Subject can download additional malicious files from its C2 server.
Software,S0341,Technique,T1547.001,uses,Subject can create a Startup item for persistence if it determines it is on a Windows system.
Software,S0341,Technique,T1053.003,uses,Subject can create a cronjob for persistence if it determines it is on a Linux system.
Software,S0341,Technique,T1203,uses,"Subject can attempt to exploit known vulnerabilities in Hadoop, Redis, or ActiveMQ when it finds those services running in order to conduct further execution."
Software,S0341,Technique,T1102.001,uses,Subject can obtain a webpage hosted on Pastebin to update its C2 domain list.
Software,S0346,Technique,T1566.001,uses,Subject has been delivered via spearphishing emails with Microsoft Office attachments.
Software,S0345,Technique,T1036.004,uses,"Subject has masqueraded as a service called ""SaSaut"" with a display name of ""System Authorization Service"" in an apparent attempt to masquerade as a legitimate service."
Software,S0345,Technique,T1083,uses,Subject has the capability to identify the drive type on a victim.
Software,S0344,Technique,T1070.004,uses,Subject can delete files from victim machines.
Software,S0359,Technique,T1482,uses,Subject may be used to enumerate trusted domains by using commands such as object397.
Software,S0194,Technique,T1482,uses,Subject has modules such as object398 and object399 to enumerate domain and forest trusts.
Software,S0266,Technique,T1482,uses,Subject can gather information about domain trusts by utilizing Subject.
Software,S0105,Technique,T1482,uses,Subject can be used to gather information on domain trusts with object400.
Software,S0222,Technique,T1568.002,uses,Subject can use a DGA for Subject if communications with the primary command and control server are lost.
Software,S0150,Technique,T1568.002,uses,Subject uses a DGA to derive command and control URLs from a word list.
Software,S0023,Technique,T1568.002,uses,"Subject can use a DGA for Subject, domains are generated by concatenating words from lists."
Software,S0360,Technique,T1568.002,uses,Subject uses a DGA to communicate with command and control servers.
Software,S0360,Technique,T1059.003,uses,Subject can read batch commands in a file sent from its C2 server and execute them with cmd.exe.
Software,S0360,Technique,T1053.005,uses,Subject persists using a scheduled task that executes every minute.
Software,S0360,Technique,T1105,uses,Subject can download or upload files from its C2 server.
Software,S0360,Technique,T1059.001,uses,Subject is written in PowerShell.
Software,S0360,Technique,T1071.004,uses,Subject can use DNS and TXT records within its DNS tunneling protocol for command and control.
Software,S0361,Technique,T1564.004,uses,Subject can be used to download or copy a file into an alternate data stream.
Software,S0361,Technique,T1570,uses,Subject can be used to download or upload a file over a network share.
Software,S0361,Technique,T1140,uses,Subject can be used to decompress a local or remote CAB file into an executable.
Software,S0127,Technique,T1140,uses,Subject uses Subject to decompress a CAB file into executable content.
Group,G0087,Technique,T1566.001,uses,Subject leveraged spearphishing emails with malicious attachments to initially compromise victims.
Group,G0087,Technique,T1566.002,uses,Subject leveraged spearphishing emails with malicious links to initially compromise victims.
Group,G0087,Technique,T1021.001,uses,"Subject has been seen using RDP for lateral movement and persistence, in some cases employing the rdpwinst tool for mangement of multiple sessions."
Group,G0087,Technique,T1547.001,uses,Subject has maintained persistence using the startup folder.
Group,G0087,Technique,T1053.005,uses,Subject has created scheduled tasks for persistence.
Group,G0087,Technique,T1547.009,uses,Subject has modified LNK shortcuts.
Group,G0087,Technique,T1018,uses,Subject has used Subject and custom tools to discover remote systems.
Group,G0087,Technique,T1560.001,uses,Subject has used WinRAR and 7-Zip to compress an archive stolen data.
Group,G0087,Technique,T1090.001,uses,Subject used custom tools to create SOCK5 and custom protocol proxies between infected hosts.
Group,G0087,Technique,T1003.001,uses,"Subject has used Mimikatz, Windows Credential Editor and ProcDump to dump credentials."
Group,G0087,Technique,T1059,uses,Subject has utilized AutoIt and custom scripts to perform internal reconnaissance.
Group,G0087,Technique,T1078,uses,Subject has used stolen credentials to compromise Outlook Web Access .
Group,G0087,Technique,T1046,uses,Subject has used Subject and a custom port scanner known as BLUETORCH for network scanning.
Group,G0087,Technique,T1021.004,uses,Subject used secure shell to move laterally among their targets.
Group,G0087,Technique,T1505.003,uses,Subject has installed ANTAK and ASPXSPY web shells.
Group,G0087,Technique,T1204.002,uses,Subject has sent spearphishing emails in an attempt to lure users to click on a malicious attachment.
Software,S0362,Technique,T1132,uses,Subject sends the payload from the C2 server as an encoded URL parameter.
Software,S0362,Technique,T1546.004,uses,Subject maintains persistence on an infected machine through rc.local and .bashrc files.
Software,S0362,Technique,T1033,uses,Subject opens a socket on port 22 and if it receives a response it attempts to obtain the machine's hostname and Top-Level Domain.
Software,S0362,Technique,T1133,uses,Subject attempts to gain access to the server via SSH.
Software,S0362,Technique,T1110.003,uses,Subject brute forces SSH passwords in order to attempt to gain access and install its malware onto the server.
Group,G0080,Technique,T1218.008,uses,Subject has used object401 to proxy the execution of malicious DLL files.
Software,S0363,Technique,T1217,uses,Subject has the ability to gather browser data such as bookmarks and visited sites.
Software,S0363,Technique,T1056.001,uses,"Subject includes keylogging capabilities for Windows, Linux, and macOS systems."
Software,S0363,Technique,T1552.001,uses,Subject can use various modules to search for files containing passwords.
Software,S0363,Technique,T1003.001,uses,Subject contains an implementation of Subject to gather credentials from memory.
Software,S0363,Technique,T1125,uses,Subject can capture webcam data on Windows and macOS systems.
Software,S0363,Technique,T1059.003,uses,Subject has modules for executing scripts.
Software,S0363,Technique,T1055,uses,"Subject contains multiple modules for injecting into processes, such as object402."
Software,S0363,Technique,T1083,uses,Subject includes various modules for finding files of interest on hosts and network shares.
Software,S0363,Technique,T1115,uses,Subject can harvest clipboard data on both Windows and macOS systems.
Software,S0363,Technique,T1558.001,uses,Subject can leverage its implementation of Subject to obtain and use golden tickets.
Software,S0363,Technique,T1552.004,uses,Subject can use modules like object403 to extract private key and session information.
Software,S0363,Technique,T1558.003,uses,Subject uses Subject's object404 to request service tickets and return crackable ticket hashes.
Software,S0363,Technique,T1113,uses,Subject is capable of capturing screenshots on Windows and macOS systems.
Software,S0363,Technique,T1040,uses,Subject can be used to conduct packet captures on target hosts.
Software,S0363,Technique,T1557.001,uses,Subject can use Inveigh to conduct name service poisoning for credential theft and associated relay attacks.
Software,S0363,Technique,T1056.004,uses,"Subject contains some modules that leverage API hooking to carry out tasks, such as netripper."
Software,S0363,Technique,T1059,uses,Subject uses a command-line interface to interact with systems.
Software,S0363,Technique,T1059.001,uses,Subject leverages PowerShell for the majority of its client-side agent tasks.
Software,S0363,Technique,T1059.001,uses,Subject also contains the ability to conduct PowerShell remoting with the object405 module.
Software,S0363,Technique,T1569.002,uses,Subject can use Subject to execute a payload on a remote host.
Software,S0363,Technique,T1021.003,uses,Subject can utilize object406 to leverage remote COM execution for lateral movement.
Software,S0363,Technique,T1210,uses,"Subject has a limited number of built-in modules for exploiting remote SMB, JBoss, and Jenkins servers."
Software,S0363,Technique,T1134.002,uses,Subject can use object407 to make tokens.
Software,S0363,Technique,T1550.002,uses,Subject can perform pass the hash attacks.
Software,S0363,Technique,T1021.004,uses,Subject contains modules for executing commands over SSH as well as in-memory VNC agent injection.
Software,S0363,Technique,T1053.005,uses,Subject has modules to interact with the Windows task scheduler.
Software,S0363,Technique,T1047,uses,Subject can use WMI to deliver a payload to a remote host.
Software,S0363,Technique,T1546.008,uses,"Subject can leverage WMI debugging to remotely replace binaries like sethc.exe, Utilman.exe, and Magnify.exe with cmd.exe."
Software,S0363,Technique,T1046,uses,Subject can perform port scans from an infected host.
Software,S0363,Technique,T1574.001,uses,Subject contains modules that can discover and exploit various DLL hijacking opportunities.
Software,S0363,Technique,T1543.003,uses,Subject can utilize built-in modules to modify service binaries and restore them to their original state.
Software,S0363,Technique,T1068,uses,Subject can exploit vulnerabilities such as MS16-032 and MS16-135.
Software,S0363,Technique,T1547.005,uses,Subject can enumerate Security Support Providers as well as utilize Subject's object408 and object409 to install malicious SSPs and log authentication events.
Software,S0363,Technique,T1548.002,uses,Subject includes various modules to attempt to bypass UAC for escalation of privileges.
Software,S0363,Technique,T1134.005,uses,Subject can add a SID-History to a user if on a domain controller.
Software,S0363,Technique,T1547.009,uses,Subject can persist by modifying a .LNK file to include a backdoor.
Software,S0363,Technique,T1136.001,uses,Subject has a module for creating a local user if permissions allow.
Software,S0363,Technique,T1560,uses,Subject can ZIP directories on the target system.
Software,S0363,Technique,T1114.001,uses,Subject has the ability to collect emails on a target system.
Software,S0363,Technique,T1070.006,uses,Subject can timestomp any files or payloads placed on a target machine to help them blend in.
Software,S0363,Technique,T1547.001,uses,Subject can modify the registry run keys object410 and object411 for persistence.
Software,S0363,Technique,T1087.002,uses,Subject can acquire local and domain user account information.
Software,S0363,Technique,T1071.001,uses,Subject can conduct command and control over protocols like HTTP and HTTPS.
Software,S0363,Technique,T1567.002,uses,Subject can use Dropbox for data exfiltration.
Software,S0363,Technique,T1041,uses,Subject can send data gathered from a target through the command and control channel.
Software,S0363,Technique,T1135,uses,Subject can find shared drives on the local system.
Software,S0363,Technique,T1057,uses,Subject can find information about processes running on local and remote systems.
Software,S0363,Technique,T1049,uses,Subject can enumerate the current network connections of a host.
Software,S0363,Technique,T1016,uses,Subject can acquire network configuration information like DNS servers and network proxies used by a host.
Software,S0363,Technique,T1082,uses,"Subject can enumerate host system information like OS, architecture, applied patches, and more."
Software,S0363,Technique,T1518.001,uses,Subject can enumerate antivirus software on the target.
Software,S0363,Technique,T1573.002,uses,Subject can use TLS to encrypt its C2 channel.
Software,S0363,Technique,T1105,uses,Subject can upload and download to and from a victim machine.
Software,S0266,Technique,T1566.001,uses,Subject has used an email with an Excel sheet containing a malicious macro to deploy the malware
Software,S0266,Technique,T1056.004,uses,Subject has the ability to capture RDP credentials by capturing the object412 API
Software,S0266,Technique,T1552.002,uses,Subject has retrieved PuTTY credentials by querying the object413 registry key
Software,S0363,Technique,T1106,uses,Subject contains a variety of enumeration modules that have an option to use API calls to carry out tasks.
Software,S0363,Technique,T1027,uses,Subject has the ability to obfuscate commands using object414.
Software,S0363,Technique,T1484.001,uses,Subject can use object415 to modify a GPO that will install and execute a malicious Subject.
Software,S0140,Technique,T1485,uses,Subject attempts to overwrite operating system files and disk structures with image files.
Software,S0140,Technique,T1485,uses,"In a later variant, randomly generated data was used for data overwrites."
Software,S0140,Technique,T1486,uses,Subject has an operational mode for encrypting data instead of overwriting it.
Group,G0065,Technique,T1021.004,uses,Subject used ssh for internal reconnaissance.
Group,G0065,Technique,T1003,uses,"Subject has used publicly available tools to dump password hashes, including Subject."
Group,G0065,Technique,T1021.001,uses,Subject has targeted RDP credentials and used it to move through the victim environment.
Group,G0065,Technique,T1505.003,uses,Subject relies on web shells for an initial foothold as well as persistence into the victim's systems.
Software,S0195,Technique,T1485,uses,Subject deletes data in a way that makes it unrecoverable.
Software,S0364,Technique,T1561.002,uses,Subject was used in Subject to help overwrite components of disk structure like the MBR and disk partitions.
Software,S0364,Technique,T1485,uses,Subject was used in Subject to write to protected system locations such as the MBR and disk partitions in an effort to destroy data.
Software,S0140,Technique,T1561.002,uses,Subject has been seen overwriting features of disk structure such as the MBR.
Software,S0365,Technique,T1570,uses,Subject attempts to copy itself to remote machines on the network.
Software,S0365,Technique,T1018,uses,Subject uses Subject to enumerate all systems in the network.
Software,S0365,Technique,T1016,uses,Subject uses API calls to enumerate the infected system's ARP table.
Software,S0365,Technique,T1135,uses,Subject will attempt to enumerate mapped network shares to later attempt to wipe all files on those shares.
Software,S0365,Technique,T1021.002,uses,Subject uses Subject to interact with the object416 network share to execute commands on remote systems.
Software,S0365,Technique,T1555.003,uses,Subject contains a module that tries to obtain stored credentials from web browsers.
Software,S0365,Technique,T1569.002,uses,Subject utilizes Subject to help propagate itself across a network.
Software,S0365,Technique,T1003.001,uses,"Subject contains a module that tries to obtain credentials from LSASS, similar to Subject."
Software,S0365,Technique,T1003.001,uses,These credentials are used with Subject and Subject to help the malware propagate itself across a network.
Software,S0365,Technique,T1047,uses,Subject uses WMI to help propagate itself across a network.
Software,S0365,Technique,T1485,uses,Subject overwrites files locally and on remote shares.
Software,S0367,Technique,T1110.001,uses,Subject has been observed using a hard coded list of passwords to brute force user accounts.
Software,S0366,Technique,T1210,uses,Subject uses an exploit in SMBv1 to spread itself to other remote systems on a network.
Software,S0366,Technique,T1222.001,uses,Subject uses object417 and object418 to make some of its files hidden and grant all users full access controls.
Software,S0367,Technique,T1041,uses,Subject has been seen exfiltrating system information stored within cookies sent within an HTTP GET request back to its C2 servers.
Software,S0367,Technique,T1114.001,uses,Subject has been observed leveraging a module that scrapes email data from Outlook.
Software,S0367,Technique,T1027,uses,"Subject has obfuscated macros within malicious documents to hide the URLs hosting the malware, CMD.exe arguments, and PowerShell scripts."
Software,S0367,Technique,T1552.001,uses,Subject has been observed leveraging a module that retrieves passwords stored on a system for the current logged-on user.
Software,S0367,Technique,T1003.001,uses,Subject has been observed dropping password grabber modules including Subject.
Software,S0365,Technique,T1070.001,uses,Subject will attempt to clear the System and Security event logs using object419.
Software,S0366,Technique,T1016,uses,Subject will attempt to determine the local network segment it is a part of.
Software,S0366,Technique,T1120,uses,Subject contains a thread that will attempt to scan for new attached drives every few seconds.
Software,S0366,Technique,T1120,uses,"If one is identified, it will encrypt the files on the attached device."
Software,S0366,Technique,T1018,uses,Subject scans its local network segment for remote systems to try to exploit and copy itself to.
Software,S0366,Technique,T1563.002,uses,Subject enumerates current remote desktop sessions and tries to execute the malware on each session.
Software,S0366,Technique,T1486,uses,Subject encrypts user files and demands that a ransom be paid in Bitcoin to decrypt those files.
Software,S0366,Technique,T1543.003,uses,"Subject creates the service ""mssecsvc2.0"" with the display name ""Microsoft Security Center Service."""
Software,S0366,Technique,T1570,uses,Subject attempts to copy itself to remote computers after gaining access via an SMB exploit.
Software,S0366,Technique,T1047,uses,Subject utilizes object420 to delete shadow copies.
Software,S0366,Technique,T1573.002,uses,Subject uses Subject for command and control traffic and routes a custom cryptographic protocol over the Subject circuit.
Software,S0366,Technique,T1090.003,uses,Subject uses Subject for command and control traffic.
Software,S0368,Technique,T1053.005,uses,Subject creates a task to reboot the system one hour after infection.
Software,S0368,Technique,T1070.001,uses,Subject uses object421 to clear the Windows event logs.
Software,S0368,Technique,T1218.011,uses,Subject uses object422 to install itself on remote systems when accessed via Subject or object423.
Software,S0368,Technique,T1486,uses,Subject encrypts user files and disk structures like the MBR with 2048-bit RSA.
Software,S0368,Technique,T1003.001,uses,Subject contains a modified version of Subject to help gather credentials that are later used for lateral movement.
Software,S0368,Technique,T1078.003,uses,Subject can use valid credentials with Subject or object424 to spread itself to remote systems.
Software,S0368,Technique,T1021.002,uses,"Subject can use Subject, which interacts with the object425 network share to execute commands on remote systems."
Software,S0368,Technique,T1047,uses,Subject can use object426 to help propagate itself across a network.
Software,S0368,Technique,T1569.002,uses,Subject can use Subject to help propagate itself across a network.
Software,S0368,Technique,T1210,uses,"Subject can use two exploits in SMBv1, EternalBlue and EternalRomance, to spread itself to other remote systems on the network."
Software,S0368,Technique,T1036,uses,Subject drops Subject with the filename dllhost.dat.
Software,S0367,Technique,T1547.001,uses,Subject has been observed adding the downloaded payload to the object427 key to maintain persistence.
Software,S0367,Technique,T1055.001,uses,Subject has been observed injecting in to Explorer.exe and other processes.
Software,S0367,Technique,T1059.001,uses,Subject has used Powershell to retrieve the malicious payload and download additional resources like Subject.
Software,S0367,Technique,T1053.005,uses,Subject has maintained persistence through a scheduled task.
Software,S0367,Technique,T1543.003,uses,Subject has been observed creating new services to maintain persistence.
Software,S0367,Technique,T1040,uses,Subject has been observed to hook network APIs to monitor network traffic.
Software,S0367,Technique,T1210,uses,Subject has been seen exploiting SMB via a vulnerability exploit like EternalBlue to achieve lateral movement and propagation.
Software,S0367,Technique,T1021.002,uses,Subject leverages the Admin$ share for lateral movement once the local admin password has been brute forced.
Software,S0367,Technique,T1573.002,uses,Subject is known to use RSA keys for encrypting C2 traffic.
Software,S0367,Technique,T1566.002,uses,Subject has been delivered by phishing emails containing links.
Software,S0367,Technique,T1566.001,uses,Subject has been delivered by phishing emails containing attachments.
Software,S0367,Technique,T1027.002,uses,Subject has used custom packers to protect its payloads.
Software,S0367,Technique,T1059.005,uses,Subject has sent Microsoft Word documents with embedded macros that will invoke scripts to download additional payloads.
Software,S0266,Technique,T1059.003,uses,Subject has used macros in Excel documents to download and deploy the malware on the user’s machine.
Software,S0266,Technique,T1204.002,uses,Subject has attempted to get users to launch malicious documents to deliver its payload.
Software,S0367,Technique,T1204.001,uses,Subject has relied upon users clicking on a malicious link delivered through spearphishing.
Software,S0364,Technique,T1561.001,uses,Subject has been used to directly access the hard disk to help overwrite arbitrarily sized portions of disk content.
Software,S0367,Technique,T1560,uses,Subject has been observed encrypting the data it collects before sending it to the C2 server.
Group,G0050,Technique,T1203,uses,Subject has used RTF document that includes an exploit to execute malicious code.
Group,G0050,Technique,T1041,uses,Subject's backdoor has exfiltrated data using the already opened channel with its C&C server.
Group,G0050,Technique,T1083,uses,Subject's backdoor possesses the capability to list files and directories on a machine.
Group,G0050,Technique,T1012,uses,Subject's backdoor can query the Windows Registry to gather system information.
Group,G0050,Technique,T1560,uses,Subject's backdoor has used LZMA compression and RC4 encryption before exfiltration.
Group,G0050,Technique,T1112,uses,Subject's backdoor has modified the Windows Registry to store the backdoor's configuration.
Group,G0050,Technique,T1569.002,uses,Subject's backdoor has used Windows services as a way to execute its malicious payload.
Software,S0365,Technique,T1489,uses,Subject uses the API call object428 to disable all services on the affected system.
